,NN_3,NN_6,NN_11,NN_10,NN_12,Ortalama,Max,Min
2008-07-31,12.064613831398297,12.064613831398297,12.064613831398297,12.064613831398297,12.064613831398297,12.064613831398297,12.064613831398297,12.064613831398297
2008-08-31,11.766402307137724,11.766402307137724,11.766402307137724,11.766402307137724,11.766402307137724,11.766402307137724,11.766402307137724,11.766402307137724
2008-09-30,11.125383572397052,11.125383572397052,11.125383572397052,11.125383572397052,11.125383572397052,11.125383572397052,11.125383572397052,11.125383572397052
2008-10-31,11.985701268661963,11.985701268661963,11.985701268661963,11.985701268661963,11.985701268661963,11.985701268661963,11.985701268661963,11.985701268661963
2008-11-30,10.759711240976277,10.759711240976277,10.759711240976277,10.759711240976277,10.759711240976277,10.759711240976277,10.759711240976277,10.759711240976277
2008-12-31,10.063799135624606,10.063799135624606,10.063799135624606,10.063799135624606,10.063799135624606,10.063799135624606,10.063799135624606,10.063799135624606
2009-01-31,9.500476384919022,9.500476384919022,9.500476384919022,9.500476384919022,9.500476384919022,9.500476384919022,9.500476384919022,9.500476384919022
2009-02-28,7.7331362536952275,7.7331362536952275,7.7331362536952275,7.7331362536952275,7.7331362536952275,7.7331362536952275,7.7331362536952275,7.7331362536952275
2009-03-31,7.885805550009972,7.885805550009972,7.885805550009972,7.885805550009972,7.885805550009972,7.885805550009972,7.885805550009972,7.885805550009972
2009-04-30,6.126055370115857,6.126055370115857,6.126055370115857,6.126055370115857,6.126055370115857,6.126055370115857,6.126055370115857,6.126055370115857
2009-05-31,5.236344876507393,5.236344876507393,5.236344876507393,5.236344876507393,5.236344876507393,5.236344876507393,5.236344876507393,5.236344876507393
2009-06-30,5.734256682415384,5.734256682415384,5.734256682415384,5.734256682415384,5.734256682415384,5.734256682415384,5.734256682415384,5.734256682415384
2009-07-31,5.392535392535391,5.392535392535391,5.392535392535391,5.392535392535391,5.392535392535391,5.392535392535391,5.392535392535391,5.392535392535391
2009-08-31,5.334795510256729,5.334795510256729,5.334795510256729,5.334795510256729,5.334795510256729,5.334795510256729,5.334795510256729,5.334795510256729
2009-09-30,5.272283585923465,5.272283585923465,5.272283585923465,5.272283585923465,5.272283585923465,5.272283585923465,5.272283585923465,5.272283585923465
2009-10-31,5.076046817299851,5.076046817299851,5.076046817299851,5.076046817299851,5.076046817299851,5.076046817299851,5.076046817299851,5.076046817299851
2009-11-30,5.530726256983232,5.530726256983232,5.530726256983232,5.530726256983232,5.530726256983232,5.530726256983232,5.530726256983232,5.530726256983232
2009-12-31,6.525804038893046,6.525804038893046,6.525804038893046,6.525804038893046,6.525804038893046,6.525804038893046,6.525804038893046,6.525804038893046
2010-01-31,8.18520820385331,8.18520820385331,8.18520820385331,8.18520820385331,8.18520820385331,8.18520820385331,8.18520820385331,8.18520820385331
2010-02-28,10.127845338322427,10.127845338322427,10.127845338322427,10.127845338322427,10.127845338322427,10.127845338322427,10.127845338322427,10.127845338322427
2010-03-31,9.560819146311372,9.560819146311372,9.560819146311372,9.560819146311372,9.560819146311372,9.560819146311372,9.560819146311372,9.560819146311372
2010-04-30,10.194264569842737,10.194264569842737,10.194264569842737,10.194264569842737,10.194264569842737,10.194264569842737,10.194264569842737,10.194264569842737
2010-05-31,9.099822293032656,9.099822293032656,9.099822293032656,9.099822293032656,9.099822293032656,9.099822293032656,9.099822293032656,9.099822293032656
2010-06-30,8.367509334639145,8.367509334639145,8.367509334639145,8.367509334639145,8.367509334639145,8.367509334639145,8.367509334639145,8.367509334639145
2010-07-31,7.577237757968014,7.577237757968014,7.577237757968014,7.577237757968014,7.577237757968014,7.577237757968014,7.577237757968014,7.577237757968014
2010-08-31,8.334864351766802,8.334864351766802,8.334864351766802,8.334864351766802,8.334864351766802,8.334864351766802,8.334864351766802,8.334864351766802
2010-09-30,9.235649362532783,9.235649362532783,9.235649362532783,9.235649362532783,9.235649362532783,9.235649362532783,9.235649362532783,9.235649362532783
2010-10-31,8.619251846557074,8.619251846557074,8.619251846557074,8.619251846557074,8.619251846557074,8.619251846557074,8.619251846557074,8.619251846557074
2010-11-30,7.28780659961179,7.28780659961179,7.28780659961179,7.28780659961179,7.28780659961179,7.28780659961179,7.28780659961179,7.28780659961179
2010-12-31,6.401029781756473,6.401029781756473,6.401029781756473,6.401029781756473,6.401029781756473,6.401029781756473,6.401029781756473,6.401029781756473
2011-01-31,4.900327454472331,4.900327454472331,4.900327454472331,4.900327454472331,4.900327454472331,4.900327454472331,4.900327454472331,4.900327454472331
2011-02-28,4.156520754289605,4.156520754289605,4.156520754289605,4.156520754289605,4.156520754289605,4.156520754289605,4.156520754289605,4.156520754289605
2011-03-31,3.986037608377435,3.986037608377435,3.986037608377435,3.986037608377435,3.986037608377435,3.986037608377435,3.986037608377435,3.986037608377435
2011-04-30,4.264607118871733,4.264607118871733,4.264607118871733,4.264607118871733,4.264607118871733,4.264607118871733,4.264607118871733,4.264607118871733
2011-05-31,7.1725454953943,7.1725454953943,7.1725454953943,7.1725454953943,7.1725454953943,7.1725454953943,7.1725454953943,7.1725454953943
2011-06-30,6.2358788974243184,6.2358788974243184,6.2358788974243184,6.2358788974243184,6.2358788974243184,6.2358788974243184,6.2358788974243184,6.2358788974243184
2011-07-31,6.311368409103801,6.311368409103801,6.311368409103801,6.311368409103801,6.311368409103801,6.311368409103801,6.311368409103801,6.311368409103801
2011-08-31,6.653476540418302,6.653476540418302,6.653476540418302,6.653476540418302,6.653476540418302,6.653476540418302,6.653476540418302,6.653476540418302
2011-09-30,6.154017981794824,6.154017981794824,6.154017981794824,6.154017981794824,6.154017981794824,6.154017981794824,6.154017981794824,6.154017981794824
2011-10-31,7.655607348505633,7.655607348505633,7.655607348505633,7.655607348505633,7.655607348505633,7.655607348505633,7.655607348505633,7.655607348505633
2011-11-30,9.484649122807,9.484649122807,9.484649122807,9.484649122807,9.484649122807,9.484649122807,9.484649122807,9.484649122807
2011-12-31,10.448171569975262,10.448171569975262,10.448171569975262,10.448171569975262,10.448171569975262,10.448171569975262,10.448171569975262,10.448171569975262
2012-01-31,10.61336254107339,10.61336254107339,10.61336254107339,10.61336254107339,10.61336254107339,10.61336254107339,10.61336254107339,10.61336254107339
2012-02-29,10.433317022780408,10.433317022780408,10.433317022780408,10.433317022780408,10.433317022780408,10.433317022780408,10.433317022780408,10.433317022780408
2012-03-31,10.427720628045488,10.427720628045488,10.427720628045488,10.427720628045488,10.427720628045488,10.427720628045488,10.427720628045488,10.427720628045488
2012-04-30,11.13794954374665,11.13794954374665,11.13794954374665,11.13794954374665,11.13794954374665,11.13794954374665,11.13794954374665,11.13794954374665
2012-05-31,8.280488444001888,8.280488444001888,8.280488444001888,8.280488444001888,8.280488444001888,8.28048844400191,8.280488444001888,8.280488444001888
2012-06-30,8.868566567418101,8.868566567418101,8.868566567418101,8.868566567418101,8.868566567418101,8.868566567418101,8.868566567418101,8.868566567418101
2012-07-31,9.06518605520259,9.06518605520259,9.06518605520259,9.06518605520259,9.06518605520259,9.06518605520259,9.06518605520259,9.06518605520259
2012-08-31,8.883235278528655,8.883235278528655,8.883235278528655,8.883235278528655,8.883235278528655,8.883235278528655,8.883235278528655,8.883235278528655
2012-09-30,9.185122836551107,9.185122836551107,9.185122836551107,9.185122836551107,9.185122836551107,9.185122836551107,9.185122836551107,9.185122836551107
2012-10-31,7.798889511486928,7.798889511486928,7.798889511486928,7.798889511486928,7.798889511486928,7.798889511486928,7.798889511486928,7.798889511486928
2012-11-30,6.36955433149724,6.36955433149724,6.36955433149724,6.36955433149724,6.36955433149724,6.36955433149724,6.36955433149724,6.36955433149724
2012-12-31,6.163803833706738,6.163803833706738,6.163803833706738,6.163803833706738,6.163803833706738,6.163803833706738,6.163803833706738,6.163803833706738
2013-01-31,7.3076542231904185,7.3076542231904185,7.3076542231904185,7.3076542231904185,7.3076542231904185,7.3076542231904185,7.3076542231904185,7.3076542231904185
2013-02-28,7.025403702244959,7.025403702244959,7.025403702244959,7.025403702244959,7.025403702244959,7.025403702244959,7.025403702244959,7.025403702244959
2013-03-31,7.290645224553827,7.290645224553827,7.290645224553827,7.290645224553827,7.290645224553827,7.290645224553827,7.290645224553827,7.290645224553827
2013-04-30,6.133784110118312,6.133784110118312,6.133784110118312,6.133784110118312,6.133784110118312,6.133784110118312,6.133784110118312,6.133784110118312
2013-05-31,6.51468951164027,6.51468951164027,6.51468951164027,6.51468951164027,6.51468951164027,6.51468951164027,6.51468951164027,6.51468951164027
2013-06-30,8.297519046688805,8.297519046688805,8.297519046688805,8.297519046688805,8.297519046688805,8.297519046688805,8.297519046688805,8.297519046688805
2013-07-31,8.884428997993044,8.884428997993044,8.884428997993044,8.884428997993044,8.884428997993044,8.884428997993044,8.884428997993044,8.884428997993044
2013-08-31,8.16823248795211,8.16823248795211,8.16823248795211,8.16823248795211,8.16823248795211,8.168232487952087,8.16823248795211,8.16823248795211
2013-09-30,7.882437966754985,7.882437966754985,7.882437966754985,7.882437966754985,7.882437966754985,7.882437966754985,7.882437966754985,7.882437966754985
2013-10-31,7.711936489934779,7.711936489934779,7.711936489934779,7.711936489934779,7.711936489934779,7.711936489934801,7.711936489934779,7.711936489934779
2013-11-30,7.315695320591287,7.315695320591287,7.315695320591287,7.315695320591287,7.315695320591287,7.315695320591287,7.315695320591287,7.315695320591287
2013-12-31,7.400459597617592,7.400459597617592,7.400459597617592,7.400459597617592,7.400459597617592,7.400459597617615,7.400459597617592,7.400459597617592
2014-01-31,7.751222663098645,7.751222663098645,7.751222663098645,7.751222663098645,7.751222663098645,7.751222663098645,7.751222663098645,7.751222663098645
2014-02-28,7.889047334284016,7.889047334284016,7.889047334284016,7.889047334284016,7.889047334284016,7.889047334284038,7.889047334284016,7.889047334284016
2014-03-31,8.385504729698855,8.385504729698855,8.385504729698855,8.385504729698855,8.385504729698855,8.385504729698855,8.385504729698855,8.385504729698855
2014-04-30,9.38339021615473,9.38339021615473,9.38339021615473,9.38339021615473,9.38339021615473,9.383390216154709,9.38339021615473,9.38339021615473
2014-05-31,9.6560185395556,9.6560185395556,9.6560185395556,9.6560185395556,9.6560185395556,9.6560185395556,9.6560185395556,9.6560185395556
2014-06-30,9.163472378804949,9.163472378804949,9.163472378804949,9.163472378804949,9.163472378804949,9.163472378804949,9.163472378804949,9.163472378804949
2014-07-31,9.31936702032008,9.31936702032008,9.31936702032008,9.31936702032008,9.31936702032008,9.31936702032008,9.31936702032008,9.31936702032008
2014-08-31,9.536024481346473,9.536024481346473,9.536024481346473,9.536024481346473,9.536024481346473,9.536024481346494,9.536024481346473,9.536024481346473
2014-09-30,8.856236880889657,8.856236880889657,8.856236880889657,8.856236880889657,8.856236880889657,8.856236880889657,8.856236880889657,8.856236880889657
2014-10-31,8.96288496972888,8.96288496972888,8.96288496972888,8.96288496972888,8.96288496972888,8.962884969728858,8.96288496972888,8.96288496972888
2014-11-30,9.150728197929459,9.150728197929459,9.150728197929459,9.150728197929459,9.150728197929459,9.150728197929459,9.150728197929459,9.150728197929459
2014-12-31,8.169948910527935,8.169948910527935,8.169948910527935,8.169948910527935,8.169948910527935,8.169948910527914,8.169948910527935,8.169948910527935
2015-01-31,7.2407296394621845,7.2407296394621845,7.2407296394621845,7.2407296394621845,7.2407296394621845,7.2407296394621845,7.2407296394621845,7.2407296394621845
2015-02-28,7.5466871322589,7.5466871322589,7.5466871322589,7.5466871322589,7.5466871322589,7.546687132258878,7.5466871322589,7.5466871322589
2015-03-31,7.610253815667423,7.610253815667423,7.610253815667423,7.610253815667423,7.610253815667423,7.6102538156674004,7.610253815667423,7.610253815667423
2015-04-30,7.912801098306765,7.912801098306765,7.912801098306765,7.912801098306765,7.912801098306765,7.912801098306788,7.912801098306765,7.912801098306765
2015-05-31,8.092988562904036,8.092988562904036,8.092988562904036,8.092988562904036,8.092988562904036,8.092988562904036,8.092988562904036,8.092988562904036
2015-06-30,7.204527615978851,7.204527615978851,7.204527615978851,7.204527615978851,7.204527615978851,7.204527615978851,7.204527615978851,7.204527615978851
2015-07-31,6.814162931282652,6.814162931282652,6.814162931282652,6.814162931282652,6.814162931282652,6.814162931282652,6.814162931282652,6.814162931282652
2015-08-31,7.140509449465893,7.140509449465893,7.140509449465893,7.140509449465893,7.140509449465893,7.140509449465893,7.140509449465893,7.140509449465893
2015-09-30,7.946992697136301,7.946992697136301,7.946992697136301,7.946992697136301,7.946992697136301,7.946992697136301,7.946992697136301,7.946992697136301
2015-10-31,7.581430929661392,7.581430929661392,7.581430929661392,7.581430929661392,7.581430929661392,7.581430929661392,7.581430929661392,7.581430929661392
2015-11-30,8.102242585001207,8.102242585001207,8.102242585001207,8.102242585001207,8.102242585001207,8.102242585001207,8.102242585001207,8.102242585001207
2015-12-31,8.80833198772808,8.80833198772808,8.80833198772808,8.80833198772808,8.80833198772808,8.808331987728103,8.80833198772808,8.80833198772808
2016-01-31,9.578758235176688,9.578758235176688,9.578758235176688,9.578758235176688,9.578758235176688,9.578758235176688,9.578758235176688,9.578758235176688
2016-02-29,8.777354900095148,8.777354900095148,8.777354900095148,8.777354900095148,8.777354900095148,8.777354900095148,8.777354900095148,8.777354900095148
2016-03-31,7.4599380950515215,7.4599380950515215,7.4599380950515215,7.4599380950515215,7.4599380950515215,7.4599380950515215,7.4599380950515215,7.4599380950515215
2016-04-30,6.56540344654768,6.56540344654768,6.56540344654768,6.56540344654768,6.56540344654768,6.56540344654768,6.56540344654768,6.56540344654768
2016-05-31,6.582327007858901,6.582327007858901,6.582327007858901,6.582327007858901,6.582327007858901,6.582327007858901,6.582327007858901,6.582327007858901
2016-06-30,7.637470617702591,7.637470617702591,7.637470617702591,7.637470617702591,7.637470617702591,7.637470617702591,7.637470617702591,7.637470617702591
2016-07-31,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775,8.793408793408775
2016-08-31,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427,8.045095482782427
2016-09-30,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175,7.2821253468131175
2016-10-31,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548,7.159431137724548
2016-11-30,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404,7.000520484794404
2016-12-31,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695,8.533056318171695
2017-01-31,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155,9.218772773648155
2017-02-28,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182,10.128289233909182
2017-03-31,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015,11.29179275896015
2017-04-30,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969,11.869618696186969
2017-05-31,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815,11.722178260556815
2017-06-30,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137,10.90108473848137
2017-07-31,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717,9.788378512279717
2017-08-31,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764,10.679301533219764
2017-09-30,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133,11.198497892089133
2017-10-31,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846,11.898857961093846
2017-11-30,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217,12.98426044960217
2017-12-31,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873,11.91973747179873
2018-01-31,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923,10.345632881830923
2018-02-28,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342,10.259125657742342
2018-03-31,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696,10.23456951906696
2018-04-30,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466,10.849529476441466
2018-05-31,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528,12.1470654518528
2018-06-30,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386,15.385112014978386
2018-07-31,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544,15.849020113460544
2018-08-31,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124,17.89642456309124
2018-09-30,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346,24.518924429718346
2018-10-31,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718,25.24032459425718
2018-11-30,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692,21.618795743895692
2018-12-31,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174,20.30176231636174
2019-01-31,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863,20.35374149659863
2019-02-28,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544,19.671639103160544
2019-03-31,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007,19.712910128388007
2019-04-30,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085,19.50230468522085
2019-05-31,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261,18.71160360567261
2019-06-30,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942,15.720120859444942
2019-07-31,16.646726579672233,16.646726579672233,16.646726579672233,16.646726579672233,16.646726579672233,16.64672657967221,16.646726579672233,16.646726579672233
2019-08-31,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028,15.008431703204028
2019-09-30,9.262102138982709,9.262102138982709,9.262102138982709,9.262102138982709,9.262102138982709,9.26210213898273,9.262102138982709,9.262102138982709
2019-10-31,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292,8.552844718020292
2019-11-30,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508,10.56184889248508
2019-12-31,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644,11.836092210825644
2020-01-31,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939,12.153641319365939
2020-02-29,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702,12.367384816031702
2020-03-31,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881,11.85918919589881
2020-04-30,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253,10.936698972243253
2020-05-31,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593,11.390017411491593
2020-06-30,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852,12.622391992843852
2020-07-31,11.764144642686759,11.764144642686759,11.764144642686759,11.764144642686759,11.764144642686759,11.764144642686801,11.764144642686759,11.764144642686759
2020-08-31,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046,11.77040961120046
2020-09-30,11.748313975271628,11.748313975271628,11.748313975271628,11.748313975271628,11.748313975271628,11.748313975271607,11.748313975271628,11.748313975271628
2020-10-31,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557,11.889620973851557
2020-11-30,14.026300743281862,14.026300743281862,14.026300743281862,14.026300743281862,14.026300743281862,14.026300743281883,14.026300743281862,14.026300743281862
2020-12-31,14.599318955732121,14.599318955732121,14.599318955732121,14.599318955732121,14.599318955732121,14.599318955732144,14.599318955732121,14.599318955732121
2021-01-31,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365,14.973681263299365
2021-02-28,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007,15.610910227222007
2021-03-31,16.190243685915927,16.190243685915927,16.190243685915927,16.190243685915927,16.190243685915927,16.190243685915906,16.190243685915927,16.190243685915927
2021-04-30,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152,17.140153599014152
2021-05-31,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255,16.592853111024255
2021-06-30,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813,17.525330585608813
2021-07-31,18.951681748335325,18.951681748335325,18.951681748335325,18.951681748335325,18.951681748335325,18.951681748335304,18.951681748335325,18.951681748335325
2021-08-31,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607,19.25266075622607
2021-09-30,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566,19.582573709687566
2021-10-31,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876,19.890024211087876
2021-11-30,21.31252757832245,21.31252757832245,21.31252757832245,21.31252757832245,21.31252757832245,21.312527578322428,21.31252757832245,21.31252757832245
2021-12-31,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164,36.08090172540164
2022-01-31,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571,48.69082407948571
2022-02-28,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605,54.43856668468605
2022-03-31,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896,61.144538039844896
2022-04-30,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628,69.9710700330628
2022-05-31,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626,73.49595009775626
2022-06-30,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919,78.61839701906919
2022-07-31,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716,79.6020525333716
2022-08-31,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504,80.20759403832504
2022-09-30,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727,83.45249360389727
2022-10-31,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087,85.51478641840087
2022-11-30,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872,84.38925996957872
2022-12-31,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876,64.26959749617876
2023-01-31,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534,57.682481034550534
