,TÜFE C
2019-05-31,1.555090860895958
2019-06-30,1.3224674458397478
2019-07-31,0.9216589861751112
2019-08-31,2.1015910831277296
2019-09-30,0.06111111111111178
2019-10-31,1.0632391316417689
2019-11-30,1.7799752781211264
2019-12-31,0.5073813186516674
2020-01-31,0.05907467576058423
2020-02-29,0.10197783323939724
2020-03-31,-0.1849816358810763
2020-04-30,0.7574129780833605
2020-05-31,1.0449432211974141
2020-06-30,1.6804727483775705
2020-07-31,2.1274939677762505
2020-08-31,0.8281889083657124
2020-09-30,0.7709944820983194
2020-10-31,1.325165645705706
2020-11-30,1.9247378161628692
2020-12-31,2.115966590001217
2021-01-31,0.9910144858815917
2021-02-28,1.136230250956638
2021-03-31,0.4363872704904681
2021-04-30,1.3335182232083076
2021-05-31,1.8154449664735672
2021-06-30,1.0080193539715898
2021-07-31,2.541470770868437
2021-08-31,0.6185388641377187
2021-09-30,0.37829937236695255
2021-10-31,1.5117773019271974
2021-11-30,1.788803105092196
2021-12-31,2.81220209723545
2022-01-31,13.234968051440198
2022-02-28,6.944123039678152
2022-03-31,3.748460334897974
2022-04-30,4.386330819829953
2022-05-31,4.541682036149042
2022-06-30,3.4416854114291517
2022-07-31,3.342808413871512
2022-08-31,3.4533502035427377
2022-09-30,3.1041037980404917
2022-10-31,2.741174346940345
2022-11-30,3.2177099543195586
2022-12-31,1.8833284699931951
2023-01-31,1.8556750241655484
2023-02-28,7.67410254006935
2023-03-31,2.1294422319427353
2023-04-30,2.1542952726962605
2023-05-31,3.2081434277906995
2023-06-30,4.251341491759053
2023-07-31,3.843394982745907
2023-08-31,9.605242278001302
2023-09-30,8.885274103850316
2023-10-31,5.284234896599194
2023-11-30,3.7248900511113847
2023-12-31,1.9602927905344458
2024-01-31,2.3054390660232293
2024-02-29,7.576163305662553
2024-03-31,3.571724908249574
2024-04-30,3.5243512395930265
2024-05-31,3.5621167926662256
2024-06-30,3.760332003632727
2024-07-31,1.7272707128453968
2024-08-31,2.4537939597242486
