Date,Brent
2015-08-31,48.21952383858817
2015-09-30,48.43333344232468
2015-10-31,49.21409121426669
2015-11-30,45.90700016021729
2015-12-31,38.90954520485618
2016-01-31,32.212105098523594
2016-02-29,33.55649995803833
2016-03-31,39.75136375427246
2016-04-30,43.386666434151785
2016-05-31,47.73904764084589
2016-06-30,49.92681815407493
2016-07-31,46.330999755859374
2016-08-31,47.172608251157016
2016-09-30,47.2980953398205
2016-10-31,51.21049976348877
2016-11-30,47.10850086212158
2016-12-31,54.717618851434615
2017-01-31,55.4269998550415
2017-02-28,55.926842739707546
2017-03-31,52.50565188864003
2017-04-30,53.79842075548674
2017-05-31,51.39857155936105
2017-06-30,47.54000039534135
2017-07-31,49.035000228881835
2017-08-31,51.90695638241975
2017-09-30,55.65200023651123
2017-10-31,57.70999977805398
2017-11-30,62.87142853509812
2017-12-31,64.06650028228759
2018-01-31,69.02238028390067
2018-02-28,65.70368415430973
2018-03-31,66.80904751732236
2018-04-30,72.06949958801269
2018-05-31,77.17681884765625
2018-06-30,75.97952379499164
2018-07-31,74.89571489606585
2018-08-31,73.92260808530061
2018-09-30,79.15999964663857
2018-10-31,80.52913135030995
2018-11-30,66.23285729544503
2018-12-31,57.232105455900495
2019-01-31,60.12190500895182
2019-02-28,64.2763153879266
2019-03-31,67.07238151913597
2019-04-30,71.5971436273484
2019-05-31,70.33954551003195
2019-06-30,63.19650001525879
2019-07-31,64.3218186118386
2019-08-31,59.71499997919256
2019-09-30,62.468499946594235
2019-10-31,59.71304288117782
2019-11-30,62.57749977111816
2019-12-31,65.3576184227353
2020-01-31,63.5999999273391
2020-02-29,55.559473740427116
2020-03-31,33.664545579390094
2020-04-30,26.53714298066639
2020-05-31,32.19850025177002
2020-06-30,40.63636363636363
2020-07-31,43.20045471191406
2020-08-31,44.969047364734465
2020-09-30,41.68150005340576
2020-10-31,41.52545460787687
2020-11-30,43.713500022888184
2020-12-31,50.15190505981445
2021-01-31,55.35157916420385
2021-02-28,62.20315752531353
2021-03-31,65.80043461011803
2021-04-30,65.26857139950707
2021-05-31,68.21157917223479
2021-06-30,73.3799996809526
2021-07-31,74.15714336576916
2021-08-31,70.51363615556197
2021-09-30,75.0028559366862
2021-10-31,83.74619038899739
2021-11-30,80.78428540910993
2021-12-31,74.80772677334872
2022-01-31,85.52699966430664
2022-02-28,94.14578969855057
2022-03-31,112.28391365382983
2022-04-30,106.08099975585938
2022-05-31,111.58190482003349
2022-06-30,117.66381000337147
2022-07-31,104.70499954223632
2022-08-31,97.74086894159731
2022-09-30,90.32476116362072
2022-10-31,93.59380958193825
2022-11-30,91.11428578694661
2022-12-31,81.3414284842355
2023-01-31,83.87900009155274
2023-02-28,83.50947329872533
2023-03-31,79.2069562829059
2023-04-30,83.36894788240132
2023-05-31,75.63227358731356
2023-06-30,74.92571367536273
2023-07-31,80.35549964904786
2023-08-31,85.10434756071672
2023-09-30,92.76649932861328
2023-10-31,88.70409115878019
2023-11-30,82.02772730047053
2023-12-31,76.38333257039388
