"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"01.04.2007","1,3645","1,3895","1,3945","1,3225","","-1,98%"
"01.05.2007","1,3175","1,3725","1,3905","1,3145","","-3,44%"
"01.06.2007","1,3125","1,3130","1,3655","1,2935","","-0,38%"
"01.07.2007","1,2843","1,3100","1,3310","1,2310","","-2,15%"
"01.08.2007","1,3003","1,3026","1,4242","1,2487","","1,25%"
"01.09.2007","1,2071","1,3012","1,3170","1,2025","","-7,17%"
"01.10.2007","1,1649","1,2067","1,2517","1,1643","","-3,50%"
"01.11.2007","1,1835","1,1636","1,2316","1,1610","","1,60%"
"01.12.2007","1,1677","1,1841","1,1993","1,1603","","-1,34%"
"01.01.2008","1,1715","1,1692","1,2517","1,1463","","0,33%"
"01.02.2008","1,2205","1,1681","1,2405","1,1580","","4,18%"
"01.03.2008","1,3347","1,2216","1,3400","1,2000","","9,36%"
"01.04.2008","1,2747","1,3313","1,3467","1,2685","","-4,50%"
"01.05.2008","1,2189","1,2723","1,2820","1,2027","","-4,38%"
"01.06.2008","1,2237","1,2195","1,2675","1,2060","","0,39%"
"01.07.2008","1,1616","1,2239","1,2586","1,1502","","-5,07%"
"01.08.2008","1,1845","1,1603","1,1986","1,1433","","1,97%"
"01.09.2008","1,2765","1,1839","1,2964","1,1789","","7,77%"
"01.10.2008","1,5422","1,2741","1,7426","1,2645","","20,81%"
"01.11.2008","1,5652","1,5138","1,7517","1,4797","","1,49%"
"01.12.2008","1,5405","1,5695","1,6230","1,4865","","-1,58%"
"01.01.2009","1,6433","1,5405","1,6829","1,5005","","6,67%"
"01.02.2009","1,7001","1,6445","1,7183","1,6030","","3,46%"
"01.03.2009","1,6620","1,7023","1,8255","1,6400","","-2,24%"
"01.04.2009","1,5983","1,6639","1,6744","1,5560","","-3,83%"
"01.05.2009","1,5356","1,5966","1,6000","1,5198","","-3,92%"
"01.06.2009","1,5415","1,5315","1,5899","1,5155","","0,38%"
"01.07.2009","1,4711","1,5405","1,5695","1,4642","","-4,57%"
"01.08.2009","1,5004","1,4720","1,5191","1,4495","","1,99%"
"01.09.2009","1,4839","1,5007","1,5220","1,4602","","-1,10%"
"01.10.2009","1,5064","1,4836","1,5106","1,4341","","1,52%"
"01.11.2009","1,5282","1,5006","1,5558","1,4658","","1,45%"
"01.12.2009","1,5002","1,5323","1,5357","1,4767","","-1,83%"
"01.01.2010","1,4970","1,4957","1,5043","1,4417","","-0,21%"
"01.02.2010","1,5467","1,4977","1,5693","1,4752","","3,32%"
"01.03.2010","1,5192","1,5467","1,5541","1,5078","","-1,78%"
"01.04.2010","1,4897","1,5141","1,5227","1,4665","","-1,94%"
"01.05.2010","1,5741","1,4844","1,6083","1,4801","","5,67%"
"01.06.2010","1,5869","1,5766","1,6227","1,5447","","0,81%"
"01.07.2010","1,5078","1,5825","1,5913","1,5008","","-4,98%"
"01.08.2010","1,5267","1,5059","1,5409","1,4852","","1,25%"
"01.09.2010","1,4482","1,5259","1,5318","1,4422","","-5,14%"
"01.10.2010","1,4330","1,4453","1,4575","1,3845","","-1,05%"
"01.11.2010","1,5049","1,4301","1,5130","1,3838","","5,02%"
"01.12.2010","1,5419","1,5090","1,5722","1,4692","","2,46%"
"01.01.2011","1,6045","1,5370","1,6193","1,5255","","4,06%"
"01.02.2011","1,5986","1,6041","1,6165","1,5650","","-0,37%"
"01.03.2011","1,5454","1,5990","1,6216","1,5334","","-3,33%"
"01.04.2011","1,5211","1,5447","1,5515","1,4975","","-1,57%"
"01.05.2011","1,5939","1,5206","1,6138","1,5143","","4,79%"
"01.06.2011","1,6206","1,5934","1,6525","1,5645","","1,68%"
"01.07.2011","1,6887","1,6226","1,7352","1,6037","","4,20%"
"01.08.2011","1,7162","1,6912","1,8117","1,6664","","1,63%"
"01.09.2011","1,8599","1,7143","1,8700","1,7088","","8,37%"
"01.10.2011","1,7710","1,8573","1,9101","1,7398","","-4,78%"
"01.11.2011","1,8293","1,7717","1,8920","1,7399","","3,29%"
"01.12.2011","1,8850","1,8284","1,9240","1,8090","","3,04%"
"01.01.2012","1,7773","1,8829","1,9012","1,7632","","-5,71%"
"01.02.2012","1,7491","1,7766","1,7855","1,7330","","-1,59%"
"01.03.2012","1,7825","1,7509","1,8270","1,7470","","1,91%"
"01.04.2012","1,7565","1,7799","1,8182","1,7501","","-1,46%"
"01.05.2012","1,8661","1,7566","1,8720","1,7500","","6,24%"
"01.06.2012","1,8097","1,8677","1,8794","1,7851","","-3,02%"
"01.07.2012","1,7951","1,8065","1,8340","1,7860","","-0,81%"
"01.08.2012","1,8186","1,7960","1,8330","1,7710","","1,31%"
"01.09.2012","1,7964","1,8171","1,8300","1,7840","","-1,22%"
"01.10.2012","1,7936","1,7982","1,8279","1,7888","","-0,16%"
"01.11.2012","1,7873","1,7936","1,8110","1,7680","","-0,35%"
"01.12.2012","1,7837","1,7867","1,8030","1,7735","","-0,20%"
"01.01.2013","1,7589","1,7837","1,7926","1,7518","","-1,39%"
"01.02.2013","1,7985","1,7575","1,8152","1,7426","","2,25%"
"01.03.2013","1,8090","1,7994","1,8281","1,7885","","0,58%"
"01.04.2013","1,7930","1,8111","1,8170","1,7797","","-0,88%"
"01.05.2013","1,8756","1,7918","1,8978","1,7848","","4,61%"
"01.06.2013","1,9288","1,8793","1,9630","1,8490","","2,84%"
"01.07.2013","1,9353","1,9303","1,9755","1,8983","","0,34%"
"01.08.2013","2,0403","1,9345","2,0750","1,9130","","5,43%"
"01.09.2013","2,0186","2,0368","2,0872","1,9337","","-1,06%"
"01.10.2013","1,9960","2,0192","2,0242","1,9605","","-1,12%"
"01.11.2013","2,0198","1,9964","2,0622","1,9912","","1,19%"
"01.12.2013","2,1458","2,0187","2,1778","2,0137","","6,24%"
"01.01.2014","2,2607","2,1442","2,3912","2,1442","","5,35%"
"01.02.2014","2,2093","2,2538","2,2852","2,1677","","-2,27%"
"01.03.2014","2,1407","2,2022","2,2600","2,1316","","-3,11%"
"01.04.2014","2,1125","2,1392","2,1562","2,0847","","-1,32%"
"01.05.2014","2,0971","2,1122","2,1200","2,0582","","-0,73%"
"01.06.2014","2,1191","2,0971","2,1562","2,0732","","1,05%"
"01.07.2014","2,1418","2,1191","2,1487","2,0837","","1,07%"
"01.08.2014","2,1639","2,1422","2,1888","2,1207","","1,03%"
"01.09.2014","2,2782","2,1605","2,2907","2,1437","","5,28%"
"01.10.2014","2,2240","2,2802","2,3089","2,1900","","-2,38%"
"01.11.2014","2,2196","2,2181","2,2822","2,2042","","-0,20%"
"01.12.2014","2,3345","2,2226","2,4130","2,2125","","5,18%"
"01.01.2015","2,4464","2,3367","2,4502","2,2702","","4,79%"
"01.02.2015","2,5088","2,4434","2,5278","2,3908","","2,55%"
"01.03.2015","2,5978","2,5117","2,6491","2,5020","","3,55%"
"01.04.2015","2,6723","2,5980","2,7438","2,5540","","2,87%"
"01.05.2015","2,6630","2,6718","2,7250","2,5580","","-0,35%"
"01.06.2015","2,6816","2,6606","2,8093","2,6503","","0,70%"
"01.07.2015","2,7710","2,6817","2,7981","2,6250","","3,33%"
"01.08.2015","2,9148","2,7689","3,0015","2,7597","","5,19%"
"01.09.2015","3,0257","2,9144","3,0754","2,9050","","3,80%"
"01.10.2015","2,9151","3,0254","3,0373","2,8560","","-3,66%"
"01.11.2015","2,9131","2,9154","2,9365","2,7550","","-0,07%"
"01.12.2015","2,9177","2,9136","2,9980","2,8680","","0,16%"
"01.01.2016","2,9553","2,9177","3,0630","2,9129","","1,29%"
"01.02.2016","2,9654","2,9561","3,0000","2,8863","","0,34%"
"01.03.2016","2,8170","2,9640","2,9665","2,8120","","-5,00%"
"01.04.2016","2,7955","2,8165","2,8720","2,7880","","-0,76%"
"01.05.2016","2,9494","2,7954","3,0134","2,7880","","5,51%"
"01.06.2016","2,8777","2,9489","3,0045","2,8389","","-2,43%"
"01.07.2016","2,9883","2,8766","3,0965","2,8697","","3,84%"
"01.08.2016","2,9580","2,9936","3,0280","2,9128","","-1,01%"
"01.09.2016","2,9992","2,9583","3,0128","2,9192","","1,39%"
"01.10.2016","3,0939","3,0020","3,1278","2,9979","","3,16%"
"01.11.2016","3,4370","3,0938","3,4764","3,0909","","11,09%"
"01.12.2016","3,5277","3,4365","3,5850","3,3380","","2,64%"
"01.01.2017","3,7734","3,5253","3,9417","3,5253","","6,96%"
"01.02.2017","3,6472","3,7727","3,7952","3,5562","","-3,34%"
"01.03.2017","3,6352","3,6467","3,7861","3,5847","","-0,33%"
"01.04.2017","3,5516","3,6347","3,7442","3,5350","","-2,30%"
"01.05.2017","3,5270","3,5532","3,6443","3,5190","","-0,69%"
"01.06.2017","3,5212","3,5278","3,5587","3,4735","","-0,16%"
"01.07.2017","3,5193","3,5206","3,6474","3,5090","","-0,05%"
"01.08.2017","3,4527","3,5198","3,5594","3,4310","","-1,89%"
"01.09.2017","3,5637","3,4500","3,5970","3,3845","","3,21%"
"01.10.2017","3,7920","3,5639","3,8432","3,5575","","6,41%"
"01.11.2017","3,9190","3,7927","3,9835","3,7840","","3,35%"
"01.12.2017","3,7900","3,9180","3,9477","3,7592","","-3,29%"
"01.01.2018","3,7555","3,7841","3,8493","3,7127","","-0,91%"
"01.02.2018","3,7988","3,7547","3,8456","3,7260","","1,15%"
"01.03.2018","3,9552","3,7996","4,0356","3,7827","","4,12%"
"01.04.2018","4,0617","3,9542","4,1930","3,9496","","2,69%"
"01.05.2018","4,5245","4,0590","4,9231","4,0510","","11,39%"
"01.06.2018","4,5872","4,5240","4,7753","4,4510","","1,39%"
"01.07.2018","4,9142","4,5909","4,9755","4,5094","","7,13%"
"01.08.2018","6,5380","4,9296","7,2349","4,9246","","33,04%"
"01.09.2018","6,0560","6,5289","6,7314","5,9320","","-7,37%"
"01.10.2018","5,5835","6,0613","6,2315","5,4577","","-7,80%"
"01.11.2018","5,2128","5,5834","5,6492","5,1220","","-6,64%"
"01.12.2018","5,2887","5,2128","5,4542","5,1370","","1,46%"
"01.01.2019","5,1645","5,2925","5,8329","5,1589","","-2,35%"
"01.02.2019","5,3371","5,1605","5,3448","5,1605","","3,34%"
"01.03.2019","5,5555","5,3511","5,8590","5,2830","","4,09%"
"01.04.2019","5,9656","5,5594","5,9875","5,4114","","7,38%"
"01.05.2019","5,8382","5,9659","6,2456","5,8090","","-2,14%"
"01.06.2019","5,7921","5,8437","5,9367","5,6679","","-0,79%"
"01.07.2019","5,5864","5,7920","5,7940","5,5040","","-3,55%"
"01.08.2019","5,8306","5,5803","5,8587","5,4420","","4,37%"
"01.09.2019","5,6489","5,8316","5,8405","5,6280","","-3,12%"
"01.10.2019","5,7130","5,6513","5,9437","5,6425","","1,13%"
"01.11.2019","5,7470","5,7126","5,7947","5,6750","","0,60%"
"01.12.2019","5,9489","5,7465","5,9604","5,7230","","3,51%"
"01.01.2020","5,9822","5,9461","5,9881","5,8310","","0,56%"
"01.02.2020","6,2427","5,9849","6,2605","5,9590","","4,35%"
"01.03.2020","6,6143","6,2455","6,6221","6,0300","","5,95%"
"01.04.2020","6,9864","6,6174","7,0104","6,5890","","5,63%"
"01.05.2020","6,8202","6,9862","7,2705","6,6955","","-2,38%"
"01.06.2020","6,8525","6,8226","6,8631","6,6810","","0,47%"
"01.07.2020","6,9719","6,8528","7,0119","6,8133","","1,74%"
"01.08.2020","7,3506","6,9768","7,4201","6,8872","","5,43%"
"01.09.2020","7,7187","7,3503","7,8602","7,3060","","5,01%"
"01.10.2020","8,3468","7,7177","8,3857","7,6097","","8,14%"
"01.11.2020","7,8324","8,3457","8,5829","7,4990","","-6,16%"
"01.12.2020","7,4370","7,8338","8,0315","7,3010","","-5,05%"
"01.01.2021","7,3149","7,4403","7,5452","7,2365","","-1,64%"
"01.02.2021","7,4253","7,3128","7,4866","6,8837","","1,51%"
"01.03.2021","8,2489","7,4269","8,4595","7,1917","","11,09%"
"01.04.2021","8,2884","8,2501","8,4992","7,9813","","0,48%"
"01.05.2021","8,4896","8,2839","8,6232","8,2067","","2,43%"
"01.06.2021","8,7087","8,4866","8,8042","8,2550","","2,58%"
"01.07.2021","8,4540","8,7195","8,7505","8,3927","","-2,92%"
"01.08.2021","8,3164","8,4638","8,6915","8,2681","","-1,63%"
"01.09.2021","8,8912","8,3164","8,9607","8,2500","","6,91%"
"01.10.2021","9,6080","8,8821","9,8595","8,8085","","8,06%"
"01.11.2021","13,4782","9,6070","13,7441","9,4495","","40,28%"
"01.12.2021","13,3211","13,4856","18,3674","10,0640","","-1,17%"
"01.01.2022","13,3209","13,2563","13,9455","12,5335","","0,00%"
"01.02.2022","13,8486","13,3102","14,6364","13,1243","","3,96%"
"01.03.2022","14,6739","13,6429","14,9989","13,6029","","5,96%"
"01.04.2022","14,8517","14,6808","14,8731","14,4051","","1,21%"
"01.05.2022","16,4035","14,8610","16,4827","14,6737","","10,45%"
"01.06.2022","16,7000","16,4071","17,4114","15,9067","","1,81%"
"01.07.2022","17,9148","16,6952","17,9814","16,5084","","7,27%"
"01.08.2022","18,1978","17,9144","18,2370","17,5680","","1,58%"
"01.09.2022","18,5024","18,1950","18,5567","18,0404","","1,67%"
"01.10.2022","18,6151","18,5076","18,6871","18,2531","","0,61%"
"01.11.2022","18,6121","18,6144","18,6975","18,3056","","-0,02%"
"01.12.2022","18,6905","18,5922","18,7970","18,4152","","0,42%"
"01.01.2023","18,8115","18,6986","18,8578","18,5281","","0,65%"
"01.02.2023","18,8875","18,8100","19,3037","18,7590","","0,40%"
"01.03.2023","19,1793","18,8872","19,4223","18,6888","","1,54%"
"01.04.2023","19,4530","19,1863","19,7168","19,1750","","1,43%"
"01.05.2023","20,7596","19,4530","21,0304","19,3230","","6,72%"
"01.06.2023","26,0511","20,7590","26,2548","20,7425","","25,49%"
"01.07.2023","26,9368","25,7825","27,2219","25,6912","","3,40%"
